block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	1	study	AB	Face	8	265	375.4	6271	6467	196	Left	Face	Linking
1	1	study	AB	Face	8	310	384	6489	6588	99	Left	Face	Linking
1	1	study	AB	Face	8	782.4	368.8	6642	6954	312	Right	Object	Unique
1	1	study	AB	Face	8	275.7	378.3	7007	7201	194	Left	Face	Linking
1	1	study	AB	Face	8	300.3	374.7	7215	7402	187	Left	Face	Linking
1	1	study	AB	Face	8	760.9	388.4	7461	7961	500	Right	Object	Unique
1	1	study	AB	Face	8	309.1	392.4	8011	8260	249	Left	Face	Linking
1	1	study	AB	Face	8	851	426.6	8310	8543	233	Right	Object	Unique
1	1	study	AB	Face	8	289.9	381.5	8601	8796	195	Left	Face	Linking
1	1	study	AB	Face	8	312.9	381.8	8815	9032	217	Left	Face	Linking
1	2	study	AB	Face	7	307.5	377.7	8034	8167	133	Left	Face	Linking
1	2	study	AB	Face	7	807.7	386.3	8224	8484	260	Right	Object	Unique
1	2	study	AB	Face	7	277.1	396.7	8539	8755	216	Left	Face	Linking
1	2	study	AB	Face	7	344.2	402.7	8780	8915	135	Left	Face	Linking
1	2	study	AB	Face	7	766.9	402.6	8968	9325	357	Right	Object	Unique
1	2	study	AB	Face	7	797.9	394.1	9348	9813	465	Right	Object	Unique
1	2	study	AB	Face	7	828.4	521.3	9845	10187	342	Right	Object	Unique
1	2	study	AB	Face	7	799.1	372.4	10226	10706	480	Right	Object	Unique
1	3	study	AB	Face	3	273.5	390	1927	2183	256	Left	Face	Linking
1	3	study	AB	Face	3	821.9	348.6	2242	2525	283	Right	Object	Unique
1	3	study	AB	Face	3	300.7	393.2	2594	3672	1078	Left	Face	Linking
1	3	study	AB	Face	3	785.5	373.3	3719	4072	353	Right	Object	Unique
1	3	study	AB	Face	3	260	395.2	4128	4351	223	Left	Face	Linking
1	3	study	AB	Face	3	296.1	388.9	4367	4703	336	Left	Face	Linking
1	4	study	AB	Face	6	778.9	351.4	3934	4163	229	Right	Face	Linking
1	4	study	AB	Face	6	331.6	367.2	4220	4398	178	Left	Object	Unique
1	4	study	AB	Face	6	368.5	359.1	4415	4777	362	Left	Object	Unique
