Participant	ExperimentPhase	Category	TestType	PairType	Memory	Hemisphere	Area	ROIGroup	ROISize	Beta
sub-1028	study	face	study	AB	Forgotten	Right	Ant Hipp Head	HC	72	7.28509634722222
sub-1028	study	face	study	AB	Forgotten	Right	CA1	HC	138	-2.22382286231884
sub-1028	study	face	study	AB	Forgotten	Right	Sub	HC	124	1.10122037903226
sub-1028	study	face	study	AB	Forgotten	Right	CA23DG	HC	205	-2.98106396585366
sub-1028	study	face	study	AB	Forgotten	Right	Hipp Tail	HC	85	0.99109105882353
sub-1028	study	face	study	AB	Forgotten	Right	PHC	MTL	492	7.61918043495935
sub-1028	study	face	study	AB	Forgotten	Right	alERC	MTL	191	3.67212882722513
sub-1028	study	face	study	AB	Forgotten	Right	PRC	MTL	488	6.02645361270492
sub-1028	study	face	study	AB	Forgotten	Right	pmERC	MTL	94	-6.17474890425532
sub-1028	study	face	study	AB	Forgotten	Left	CA1	HC	126	2.26744750793651
sub-1028	study	face	study	AB	Forgotten	Left	Hipp Tail	HC	120	0.839344708333333
sub-1028	study	face	study	AB	Forgotten	Left	Sub	HC	108	-1.33100030555556
sub-1028	study	face	study	AB	Forgotten	Left	CA23DG	HC	203	4.27200128571429
sub-1028	study	face	study	AB	Forgotten	Left	PRC	MTL	635	1.3606222
sub-1028	study	face	study	AB	Forgotten	Left	alERC	MTL	129	-0.389142348837209
sub-1028	study	face	study	AB	Forgotten	Left	PHC	MTL	580	10.5279456965517
sub-1028	study	face	study	AB	Forgotten	Left	pmERC	MTL	81	9.0854232962963
sub-1028	study	face	study	AB	Forgotten	Left	Ant Hipp Head	HC	69	2.42890324637681
sub-1028	study	face	study	AB	Remembered	Right	Ant Hipp Head	HC	72	7.872922625
sub-1028	study	face	study	AB	Remembered	Right	CA1	HC	138	-2.13441760144928
sub-1028	study	face	study	AB	Remembered	Right	Sub	HC	124	0.94489414516129
sub-1028	study	face	study	AB	Remembered	Right	CA23DG	HC	205	-3.98634643414634
sub-1028	study	face	study	AB	Remembered	Right	Hipp Tail	HC	85	3.40135901176471
sub-1028	study	face	study	AB	Remembered	Right	PHC	MTL	492	8.75353089634146
sub-1028	study	face	study	AB	Remembered	Right	alERC	MTL	191	-1.25934657068063
sub-1028	study	face	study	AB	Remembered	Right	PRC	MTL	488	6.33906321311475
sub-1028	study	face	study	AB	Remembered	Right	pmERC	MTL	94	1.58782155319149
sub-1028	study	face	study	AB	Remembered	Left	CA1	HC	126	-0.958495468253968
sub-1028	study	face	study	AB	Remembered	Left	Hipp Tail	HC	120	0.222681866666667
sub-1028	study	face	study	AB	Remembered	Left	Sub	HC	108	0.183648398148148
sub-1028	study	face	study	AB	Remembered	Left	CA23DG	HC	203	1.27193278817734
sub-1028	study	face	study	AB	Remembered	Left	PRC	MTL	635	4.2132372015748
sub-1028	study	face	study	AB	Remembered	Left	alERC	MTL	129	-2.08124187596899
sub-1028	study	face	study	AB	Remembered	Left	PHC	MTL	580	9.67282648448276
sub-1028	study	face	study	AB	Remembered	Left	pmERC	MTL	81	9.24849550617284
sub-1028	study	face	study	AB	Remembered	Left	Ant Hipp Head	HC	69	1.74179128985507
sub-1028	study	face	study	BC	Forgotten	Right	Ant Hipp Head	HC	72	14.7073204861111
sub-1028	study	face	study	BC	Forgotten	Right	CA1	HC	138	1.17892301449275
sub-1028	study	face	study	BC	Forgotten	Right	Sub	HC	124	3.97341633064516
sub-1028	study	face	study	BC	Forgotten	Right	CA23DG	HC	205	4.43816284878049
sub-1028	study	face	study	BC	Forgotten	Right	Hipp Tail	HC	85	0.459129776470588
sub-1028	study	face	study	BC	Forgotten	Right	PHC	MTL	492	13.6349465853659
sub-1028	study	face	study	BC	Forgotten	Right	alERC	MTL	191	2.32392972774869
sub-1028	study	face	study	BC	Forgotten	Right	PRC	MTL	488	7.23291962295082
sub-1028	study	face	study	BC	Forgotten	Right	pmERC	MTL	94	8.63613031914894
sub-1028	study	face	study	BC	Forgotten	Left	CA1	HC	126	0.311461944444444
