Participant	ExperimentPhase	Category	TestType	PairType	Memory	Hemisphere	Area	ROIGroup	ROISize	Beta
sub-1009	study	face	study	AB	Forgotten	Right	Ant Hipp Head	HC	99	-2.29109527272727
sub-1009	study	face	study	AB	Forgotten	Right	CA1	HC	162	-3.2218892037037
sub-1009	study	face	study	AB	Forgotten	Right	Sub	HC	151	4.74739229139073
sub-1009	study	face	study	AB	Forgotten	Right	CA23DG	HC	294	1.33854677891156
sub-1009	study	face	study	AB	Forgotten	Right	Hipp Tail	HC	40	-8.781220075
sub-1009	study	face	study	AB	Forgotten	Right	PHC	MTL	457	6.44571820787746
sub-1009	study	face	study	AB	Forgotten	Right	alERC	MTL	127	1.75924680314961
sub-1009	study	face	study	AB	Forgotten	Right	PRC	MTL	473	3.33607502114165
sub-1009	study	face	study	AB	Forgotten	Right	pmERC	MTL	92	10.1505891630435
sub-1009	study	face	study	AB	Forgotten	Left	CA1	HC	131	-0.0820525419847328
sub-1009	study	face	study	AB	Forgotten	Left	Hipp Tail	HC	73	-5.64447452054794
sub-1009	study	face	study	AB	Forgotten	Left	Sub	HC	157	-4.89293521656051
sub-1009	study	face	study	AB	Forgotten	Left	CA23DG	HC	233	-0.556720111587983
sub-1009	study	face	study	AB	Forgotten	Left	PRC	MTL	648	2.09118586728395
sub-1009	study	face	study	AB	Forgotten	Left	alERC	MTL	103	0.237220961165049
sub-1009	study	face	study	AB	Forgotten	Left	PHC	MTL	554	12.1119922599278
sub-1009	study	face	study	AB	Forgotten	Left	pmERC	MTL	99	1.9493735959596
sub-1009	study	face	study	AB	Forgotten	Left	Ant Hipp Head	HC	90	7.77507652222222
sub-1009	study	face	study	AB	Remembered	Right	Ant Hipp Head	HC	99	3.90345625252525
sub-1009	study	face	study	AB	Remembered	Right	CA1	HC	162	-3.22915548765432
sub-1009	study	face	study	AB	Remembered	Right	Sub	HC	151	6.43885608609272
sub-1009	study	face	study	AB	Remembered	Right	CA23DG	HC	294	7.4367458877551
