Participant	ExperimentPhase	Category	TestType	PairType	Memory	Hemisphere	Area	ROIGroup	ROISize	Beta
sub-1007	study	face	study	AB	Forgotten	Right	Ant Hipp Head	HC	154	0.490832753246753
sub-1007	study	face	study	AB	Forgotten	Right	CA1	HC	124	-3.62133677419355
sub-1007	study	face	study	AB	Forgotten	Right	Sub	HC	96	-4.52862994791667
sub-1007	study	face	study	AB	Forgotten	Right	CA23DG	HC	221	2.72797990497738
sub-1007	study	face	study	AB	Forgotten	Right	Hipp Tail	HC	91	5.07079669230769
sub-1007	study	face	study	AB	Forgotten	Right	PHC	MTL	491	8.28315036252546
sub-1007	study	face	study	AB	Forgotten	Right	alERC	MTL	130	2.41550230769231
sub-1007	study	face	study	AB	Forgotten	Right	PRC	MTL	401	5.02304870074813
sub-1007	study	face	study	AB	Forgotten	Right	pmERC	MTL	71	-14.669342915493
sub-1007	study	face	study	AB	Forgotten	Left	CA1	HC	137	-3.0367128540146
sub-1007	study	face	study	AB	Forgotten	Left	Hipp Tail	HC	114	-4.73799688596491
sub-1007	study	face	study	AB	Forgotten	Left	Sub	HC	133	-0.812990654135338
sub-1007	study	face	study	AB	Forgotten	Left	CA23DG	HC	236	3.62861488983051
sub-1007	study	face	study	AB	Forgotten	Left	PRC	MTL	513	1.32874692202729
sub-1007	study	face	study	AB	Forgotten	Left	alERC	MTL	93	-0.13078611827957
sub-1007	study	face	study	AB	Forgotten	Left	PHC	MTL	500	4.441503822
sub-1007	study	face	study	AB	Forgotten	Left	pmERC	MTL	68	-2.97081754411765
sub-1007	study	face	study	AB	Forgotten	Left	Ant Hipp Head	HC	70	6.97523915714286
sub-1007	study	face	study	AB	Remembered	Right	Ant Hipp Head	HC	154	-0.251692987012987
sub-1007	study	face	study	AB	Remembered	Right	CA1	HC	124	-3.44037495967742
sub-1007	study	face	study	AB	Remembered	Right	Sub	HC	96	-6.48599313541667
sub-1007	study	face	study	AB	Remembered	Right	CA23DG	HC	221	-3.86008144343891
sub-1007	study	face	study	AB	Remembered	Right	Hipp Tail	HC	91	-1.27089983516484
sub-1007	study	face	study	AB	Remembered	Right	PHC	MTL	491	5.64647319959267
sub-1007	study	face	study	AB	Remembered	Right	alERC	MTL	130	3.83969665384615
sub-1007	study	face	study	AB	Remembered	Right	PRC	MTL	401	4.03949155610973
sub-1007	study	face	study	AB	Remembered	Right	pmERC	MTL	71	-4.21068290140845
sub-1007	study	face	study	AB	Remembered	Left	CA1	HC	137	-3.56477545255474
sub-1007	study	face	study	AB	Remembered	Left	Hipp Tail	HC	114	-3.59503030701754
sub-1007	study	face	study	AB	Remembered	Left	Sub	HC	133	-1.40646487969925
sub-1007	study	face	study	AB	Remembered	Left	CA23DG	HC	236	-1.50507830508475
sub-1007	study	face	study	AB	Remembered	Left	PRC	MTL	513	0.271575479532164
sub-1007	study	face	study	AB	Remembered	Left	alERC	MTL	93	-2.2301054516129
sub-1007	study	face	study	AB	Remembered	Left	PHC	MTL	500	2.82393689
sub-1007	study	face	study	AB	Remembered	Left	pmERC	MTL	68	-0.180768441176471
sub-1007	study	face	study	AB	Remembered	Left	Ant Hipp Head	HC	70	3.27053391428571
sub-1007	study	face	study	BC	Forgotten	Right	Ant Hipp Head	HC	154	-4.61107677272727
sub-1007	study	face	study	BC	Forgotten	Right	CA1	HC	124	-5.00243785483871
sub-1007	study	face	study	BC	Forgotten	Right	Sub	HC	96	2.19427315625
sub-1007	study	face	study	BC	Forgotten	Right	CA23DG	HC	221	-7.69392690045249
sub-1007	study	face	study	BC	Forgotten	Right	Hipp Tail	HC	91	-3.007014
sub-1007	study	face	study	BC	Forgotten	Right	PHC	MTL	491	7.52242030753564
sub-1007	study	face	study	BC	Forgotten	Right	alERC	MTL	130	5.35447617692308
sub-1007	study	face	study	BC	Forgotten	Right	PRC	MTL	401	0.712106952618454
sub-1007	study	face	study	BC	Forgotten	Right	pmERC	MTL	71	1.07180002816901
sub-1007	study	face	study	BC	Forgotten	Left	CA1	HC	137	-9.010706
sub-1007	study	face	study	BC	Forgotten	Left	Hipp Tail	HC	114	-2.89243445614035
sub-1007	study	face	study	BC	Forgotten	Left	Sub	HC	133	-1.23187021052632
sub-1007	study	face	study	BC	Forgotten	Left	CA23DG	HC	236	-2.61435684322034
sub-1007	study	face	study	BC	Forgotten	Left	PRC	MTL	513	-0.834004637426901
sub-1007	study	face	study	BC	Forgotten	Left	alERC	MTL	93	-5.15375876344086
sub-1007	study	face	study	BC	Forgotten	Left	PHC	MTL	500	1.903664944
sub-1007	study	face	study	BC	Forgotten	Left	pmERC	MTL	68	-1.52789902941176
sub-1007	study	face	study	BC	Forgotten	Left	Ant Hipp Head	HC	70	-8.60742528571429
