block	trial	phase	pairtype	category	pairnum	fix_x_pos	fix_y_pos	fix_start_time	fix_end_time	fix_dwell_time	ia_side	ia_item_category	ia_item_type
1	2	study	AB	Scene	7	255.1	261.6	8035	8419	384	Left	Object	Unique
1	2	study	AB	Scene	7	774.7	239	8486	8759	273	Right	Scene	Linking
1	2	study	AB	Scene	7	277.8	297.8	9754	10576	822	Left	Object	Unique
1	3	study	AB	Scene	1	185.2	355.2	2008	2195	187	Left	Scene	Linking
1	3	study	AB	Scene	1	246.1	370.5	2218	2465	247	Left	Scene	Linking
1	3	study	AB	Scene	1	619.8	405.4	2531	2654	123	Right	Object	Unique
1	3	study	AB	Scene	1	742.6	430.6	2690	2892	202	Right	Object	Unique
1	3	study	AB	Scene	1	755.8	439.1	2914	3224	310	Right	Object	Unique
1	3	study	AB	Scene	1	750.5	455.2	4289	4532	243	Right	Object	Unique
1	3	study	AB	Scene	1	769.1	471	4548	4703	155	Right	Object	Unique
1	4	study	AB	Scene	2	786.8	403	2013	2371	358	Right	Object	Unique
1	4	study	AB	Scene	2	260.3	310.1	2609	3025	416	Left	Scene	Linking
1	4	study	AB	Scene	2	281.5	304.5	3042	3488	446	Left	Scene	Linking
1	4	study	AB	Scene	2	245.5	328	3503	3620	117	Left	Scene	Linking
1	4	study	AB	Scene	2	767.6	311.7	3687	4081	394	Right	Object	Unique
1	4	study	AB	Scene	2	838.2	235.3	4131	4325	194	Right	Object	Unique
1	5	study	AB	Scene	3	721.6	428.3	1972	2154	182	Right	Object	Unique
1	5	study	AB	Scene	3	772.2	438.7	2183	2314	131	Right	Object	Unique
1	5	study	AB	Scene	3	267.8	395.9	2378	2656	278	Left	Scene	Linking
1	5	study	AB	Scene	3	318.2	395.1	2688	2931	243	Left	Scene	Linking
1	5	study	AB	Scene	3	802	434.6	2994	3380	386	Right	Object	Unique
1	5	study	AB	Scene	3	734.2	456.1	3402	3634	232	Right	Object	Unique
1	5	study	AB	Scene	3	683.6	502.2	4641	4689	48	Right	Object	Unique
1	6	study	AB	Scene	6	251.2	399	3999	4432	433	Left	Object	Unique
