Participant	ExperimentPhase	Category	TestType	PairType	Memory	Hemisphere	Area	ROIGroup	ROISize	Beta
sub-1014	study	face	study	AB	Forgotten	Right	Ant Hipp Head	HC	125	7.100068496
sub-1014	study	face	study	AB	Forgotten	Right	CA1	HC	135	-3.03783061481481
sub-1014	study	face	study	AB	Forgotten	Right	Sub	HC	116	7.20214219827586
sub-1014	study	face	study	AB	Forgotten	Right	CA23DG	HC	177	10.7604084293785
sub-1014	study	face	study	AB	Forgotten	Right	Hipp Tail	HC	47	1.73631638297872
sub-1014	study	face	study	AB	Forgotten	Right	PHC	MTL	347	11.4204760028818
sub-1014	study	face	study	AB	Forgotten	Right	alERC	MTL	168	11.1311407380952
sub-1014	study	face	study	AB	Forgotten	Right	PRC	MTL	508	8.2041754980315
sub-1014	study	face	study	AB	Forgotten	Right	pmERC	MTL	94	22.6619858085106
sub-1014	study	face	study	AB	Forgotten	Left	CA1	HC	118	4.64759013559322
sub-1014	study	face	study	AB	Forgotten	Left	Hipp Tail	HC	59	-7.64921393220339
sub-1014	study	face	study	AB	Forgotten	Left	Sub	HC	109	12.7329458623853
sub-1014	study	face	study	AB	Forgotten	Left	CA23DG	HC	180	7.1788338
sub-1014	study	face	study	AB	Forgotten	Left	PRC	MTL	602	4.05817776079734
sub-1014	study	face	study	AB	Forgotten	Left	alERC	MTL	141	3.78868590780142
sub-1014	study	face	study	AB	Forgotten	Left	PHC	MTL	401	14.0007803890274
sub-1014	study	face	study	AB	Forgotten	Left	pmERC	MTL	84	11.1789970357143
sub-1014	study	face	study	AB	Forgotten	Left	Ant Hipp Head	HC	48	12.5875998333333
sub-1014	study	face	study	AB	Remembered	Right	Ant Hipp Head	HC	125	9.188687376
sub-1014	study	face	study	AB	Remembered	Right	CA1	HC	135	-2.07886378518519
sub-1014	study	face	study	AB	Remembered	Right	Sub	HC	116	-0.401062370689655
sub-1014	study	face	study	AB	Remembered	Right	CA23DG	HC	177	17.7663985084746
sub-1014	study	face	study	AB	Remembered	Right	Hipp Tail	HC	47	2.07477872340425
sub-1014	study	face	study	AB	Remembered	Right	PHC	MTL	347	14.4927597636888
sub-1014	study	face	study	AB	Remembered	Right	alERC	MTL	168	10.0499979166667
sub-1014	study	face	study	AB	Remembered	Right	PRC	MTL	508	8.92710899606299
sub-1014	study	face	study	AB	Remembered	Right	pmERC	MTL	94	25.5132537021277
sub-1014	study	face	study	AB	Remembered	Left	CA1	HC	118	-0.557423754237288
sub-1014	study	face	study	AB	Remembered	Left	Hipp Tail	HC	59	2.67472415254237
sub-1014	study	face	study	AB	Remembered	Left	Sub	HC	109	3.03125620183486
sub-1014	study	face	study	AB	Remembered	Left	CA23DG	HC	180	10.7524569944444
sub-1014	study	face	study	AB	Remembered	Left	PRC	MTL	602	3.98269149833887
sub-1014	study	face	study	AB	Remembered	Left	alERC	MTL	141	1.32033712765957
sub-1014	study	face	study	AB	Remembered	Left	PHC	MTL	401	15.3478323990025
sub-1014	study	face	study	AB	Remembered	Left	pmERC	MTL	84	10.4576546785714
sub-1014	study	face	study	AB	Remembered	Left	Ant Hipp Head	HC	48	13.0992709583333
sub-1014	study	face	study	BC	Forgotten	Right	Ant Hipp Head	HC	125	4.311566872
sub-1014	study	face	study	BC	Forgotten	Right	CA1	HC	135	-11.0499647407407
sub-1014	study	face	study	BC	Forgotten	Right	Sub	HC	116	1.10364025
sub-1014	study	face	study	BC	Forgotten	Right	CA23DG	HC	177	16.9523319152542
sub-1014	study	face	study	BC	Forgotten	Right	Hipp Tail	HC	47	6.360238
sub-1014	study	face	study	BC	Forgotten	Right	PHC	MTL	347	15.7049781412104
sub-1014	study	face	study	BC	Forgotten	Right	alERC	MTL	168	10.0682007738095
sub-1014	study	face	study	BC	Forgotten	Right	PRC	MTL	508	8.70420972834646
sub-1014	study	face	study	BC	Forgotten	Right	pmERC	MTL	94	3.86647007446809
sub-1014	study	face	study	BC	Forgotten	Left	CA1	HC	118	-8.33654676271186
sub-1014	study	face	study	BC	Forgotten	Left	Hipp Tail	HC	59	-6.31937047457627
sub-1014	study	face	study	BC	Forgotten	Left	Sub	HC	109	1.9287922293578
sub-1014	study	face	study	BC	Forgotten	Left	CA23DG	HC	180	7.20790256666667
sub-1014	study	face	study	BC	Forgotten	Left	PRC	MTL	602	10.6643548106312
sub-1014	study	face	study	BC	Forgotten	Left	alERC	MTL	141	5.91301076595745
sub-1014	study	face	study	BC	Forgotten	Left	PHC	MTL	401	10.351014394015
sub-1014	study	face	study	BC	Forgotten	Left	pmERC	MTL	84	4.16455292857143
sub-1014	study	face	study	BC	Forgotten	Left	Ant Hipp Head	HC	48	14.4974145833333
sub-1014	study	face	study	BC	Remembered	Right	Ant Hipp Head	HC	125	10.460951312
sub-1014	study	face	study	BC	Remembered	Right	CA1	HC	135	-11.7483738148148
sub-1014	study	face	study	BC	Remembered	Right	Sub	HC	116	0.263056931034483
sub-1014	study	face	study	BC	Remembered	Right	CA23DG	HC	177	14.1639856779661
sub-1014	study	face	study	BC	Remembered	Right	Hipp Tail	HC	47	-1.52432455319149
sub-1014	study	face	study	BC	Remembered	Right	PHC	MTL	347	17.5668799740634
sub-1014	study	face	study	BC	Remembered	Right	alERC	MTL	168	6.33140132738095
sub-1014	study	face	study	BC	Remembered	Right	PRC	MTL	508	8.49198225590551
sub-1014	study	face	study	BC	Remembered	Right	pmERC	MTL	94	14.0843279468085
sub-1014	study	face	study	BC	Remembered	Left	CA1	HC	118	-1.48720376271186
sub-1014	study	face	study	BC	Remembered	Left	Hipp Tail	HC	59	-1.11433533898305
sub-1014	study	face	study	BC	Remembered	Left	Sub	HC	109	-2.87721893577982
sub-1014	study	face	study	BC	Remembered	Left	CA23DG	HC	180	2.63855538888889
sub-1014	study	face	study	BC	Remembered	Left	PRC	MTL	602	5.79330059800664
sub-1014	study	face	study	BC	Remembered	Left	alERC	MTL	141	2.50145746099291
sub-1014	study	face	study	BC	Remembered	Left	PHC	MTL	401	11.7970301945137
sub-1014	study	face	study	BC	Remembered	Left	pmERC	MTL	84	17.0564140595238
sub-1014	study	face	study	BC	Remembered	Left	Ant Hipp Head	HC	48	13.9859796666667
sub-1014	test	face	dir	test	Correct	Right	Ant Hipp Head	HC	125	3.189319296
sub-1014	test	face	dir	test	Correct	Right	CA1	HC	135	-0.829178481481482
sub-1014	test	face	dir	test	Correct	Right	Sub	HC	116	-1.0479656637931
sub-1014	test	face	dir	test	Correct	Right	CA23DG	HC	177	-1.58376165536723
sub-1014	test	face	dir	test	Correct	Right	Hipp Tail	HC	47	-3.72542574468085
sub-1014	test	face	dir	test	Correct	Right	PHC	MTL	347	10.9083966455331
sub-1014	test	face	dir	test	Correct	Right	alERC	MTL	168	4.34423326190476
sub-1014	test	face	dir	test	Correct	Right	PRC	MTL	508	5.40549218503937
sub-1014	test	face	dir	test	Correct	Right	pmERC	MTL	94	-4.88596086170213
sub-1014	test	face	dir	test	Correct	Left	CA1	HC	118	-1.57932372881356
sub-1014	test	face	dir	test	Correct	Left	Hipp Tail	HC	59	-0.283828847457627
sub-1014	test	face	dir	test	Correct	Left	Sub	HC	109	1.35821356880734
sub-1014	test	face	dir	test	Correct	Left	CA23DG	HC	180	-0.198520216666667
sub-1014	test	face	dir	test	Correct	Left	PRC	MTL	602	1.74511753654485
sub-1014	test	face	dir	test	Correct	Left	alERC	MTL	141	0.519744773049645
sub-1014	test	face	dir	test	Correct	Left	PHC	MTL	401	8.33787183042394
sub-1014	test	face	dir	test	Correct	Left	pmERC	MTL	84	9.87345894047619
sub-1014	test	face	dir	test	Correct	Left	Ant Hipp Head	HC	48	0.476202
sub-1014	test	face	dir	test	Incorrect	Right	Ant Hipp Head	HC	125	1.831654536
sub-1014	test	face	dir	test	Incorrect	Right	CA1	HC	135	-3.81250004444444
sub-1014	test	face	dir	test	Incorrect	Right	Sub	HC	116	6.57405059482759
sub-1014	test	face	dir	test	Incorrect	Right	CA23DG	HC	177	2.4808234180791
sub-1014	test	face	dir	test	Incorrect	Right	Hipp Tail	HC	47	-1.05065142553191
