Participant	ExperimentPhase	Category	TestType	PairType	Memory	Hemisphere	Area	ROIGroup	ROISize	Beta
sub-1029	test	face	indir	test	Correct	Left	PRC	MTL	397	7.12586350125945
sub-1029	test	face	indir	test	Correct	Left	alERC	MTL	125	3.880786312
sub-1029	test	face	indir	test	Correct	Left	PHC	MTL	461	13.3128873318872
sub-1029	test	face	indir	test	Correct	Left	pmERC	MTL	91	-3.81339173626374
sub-1029	test	face	indir	test	Correct	Left	Ant Hipp Head	HC	64	-4.46559178125
sub-1029	test	face	indir	test	Incorrect	Right	Ant Hipp Head	HC	49	0.0688805306122449
sub-1029	test	face	indir	test	Incorrect	Right	CA1	HC	123	-7.14190657723577
sub-1029	test	face	indir	test	Incorrect	Right	Sub	HC	98	-5.71397083673469
sub-1029	test	face	indir	test	Incorrect	Right	CA23DG	HC	173	-8.12549699421965
sub-1029	test	face	indir	test	Incorrect	Right	Hipp Tail	HC	93	-3.73465479569892
sub-1029	test	face	indir	test	Incorrect	Right	PHC	MTL	439	8.26976698633257
sub-1029	test	face	indir	test	Incorrect	Right	alERC	MTL	164	2.44511720731707
sub-1029	test	face	indir	test	Incorrect	Right	PRC	MTL	356	10.0961185449438
sub-1029	test	face	indir	test	Incorrect	Right	pmERC	MTL	107	0.371446570093458
sub-1029	test	face	indir	test	Incorrect	Left	CA1	HC	95	-6.09445697894737
sub-1029	test	face	indir	test	Incorrect	Left	Hipp Tail	HC	124	-6.39597066129032
sub-1029	test	face	indir	test	Incorrect	Left	Sub	HC	107	-5.02316777570093
sub-1029	test	face	indir	test	Incorrect	Left	CA23DG	HC	176	-7.10011908522727
sub-1029	test	face	indir	test	Incorrect	Left	PRC	MTL	397	5.79024792695214
sub-1029	test	face	indir	test	Incorrect	Left	alERC	MTL	125	8.035378416
sub-1029	test	face	indir	test	Incorrect	Left	PHC	MTL	461	11.5619486659436
sub-1029	test	face	indir	test	Incorrect	Left	pmERC	MTL	91	-5.69868971428571
sub-1029	test	face	indir	test	Incorrect	Left	Ant Hipp Head	HC	64	-8.024642203125
sub-1029	study	scene	study	AB	Forgotten	Right	Ant Hipp Head	HC	49	3.85695016326531
sub-1029	study	scene	study	AB	Forgotten	Right	CA1	HC	123	-0.405076235772358
sub-1029	study	scene	study	AB	Forgotten	Right	Sub	HC	98	-4.38525102040816
sub-1029	study	scene	study	AB	Forgotten	Right	CA23DG	HC	173	13.6301716705202
sub-1029	study	scene	study	AB	Forgotten	Right	Hipp Tail	HC	93	-3.34257150537634
sub-1029	study	scene	study	AB	Forgotten	Right	PHC	MTL	439	23.2173622915718
sub-1029	study	scene	study	AB	Forgotten	Right	alERC	MTL	164	10.4555812195122
sub-1029	study	scene	study	AB	Forgotten	Right	PRC	MTL	356	14.3582598314607
sub-1029	study	scene	study	AB	Forgotten	Right	pmERC	MTL	107	8.80187593457944
sub-1029	study	scene	study	AB	Forgotten	Left	CA1	HC	95	-9.29504218947368
sub-1029	study	scene	study	AB	Forgotten	Left	Hipp Tail	HC	124	-6.01176587903226
sub-1029	study	scene	study	AB	Forgotten	Left	Sub	HC	107	-2.34876275700935
sub-1029	study	scene	study	AB	Forgotten	Left	CA23DG	HC	176	4.33325503409091
sub-1029	study	scene	study	AB	Forgotten	Left	PRC	MTL	397	9.68892610327456
sub-1029	study	scene	study	AB	Forgotten	Left	alERC	MTL	125	-3.92253368
sub-1029	study	scene	study	AB	Forgotten	Left	PHC	MTL	461	27.8030533600868
sub-1029	study	scene	study	AB	Forgotten	Left	pmERC	MTL	91	15.2348599450549
sub-1029	study	scene	study	AB	Forgotten	Left	Ant Hipp Head	HC	64	9.92704015625
sub-1029	study	scene	study	AB	Remembered	Right	Ant Hipp Head	HC	49	4.72835524489796
sub-1029	study	scene	study	AB	Remembered	Right	CA1	HC	123	-6.36706584552846
sub-1029	study	scene	study	AB	Remembered	Right	Sub	HC	98	-7.41762310204082
sub-1029	study	scene	study	AB	Remembered	Right	CA23DG	HC	173	3.81197808092486
sub-1029	study	scene	study	AB	Remembered	Right	Hipp Tail	HC	93	-3.17314553763441
sub-1029	study	scene	study	AB	Remembered	Right	PHC	MTL	439	21.359102715262
sub-1029	study	scene	study	AB	Remembered	Right	alERC	MTL	164	8.75169873170732
sub-1029	study	scene	study	AB	Remembered	Right	PRC	MTL	356	13.5349593876405
sub-1029	study	scene	study	AB	Remembered	Right	pmERC	MTL	107	9.2049866728972
sub-1029	study	scene	study	AB	Remembered	Left	CA1	HC	95	-6.19859971578947
sub-1029	study	scene	study	AB	Remembered	Left	Hipp Tail	HC	124	-5.79093852419355
sub-1029	study	scene	study	AB	Remembered	Left	Sub	HC	107	-4.20407761682243
sub-1029	study	scene	study	AB	Remembered	Left	CA23DG	HC	176	-3.58338718181818
sub-1029	study	scene	study	AB	Remembered	Left	PRC	MTL	397	6.97275171284635
sub-1029	study	scene	study	AB	Remembered	Left	alERC	MTL	125	0.565924896
sub-1029	study	scene	study	AB	Remembered	Left	PHC	MTL	461	23.2311702754881
sub-1029	study	scene	study	AB	Remembered	Left	pmERC	MTL	91	0.44101467032967
sub-1029	study	scene	study	AB	Remembered	Left	Ant Hipp Head	HC	64	1.3541349375
sub-1029	study	scene	study	BC	Forgotten	Right	Ant Hipp Head	HC	49	5.60299365306122
sub-1029	study	scene	study	BC	Forgotten	Right	CA1	HC	123	1.78818531707317
sub-1029	study	scene	study	BC	Forgotten	Right	Sub	HC	98	3.52120344897959
sub-1029	study	scene	study	BC	Forgotten	Right	CA23DG	HC	173	4.28465232369942
sub-1029	study	scene	study	BC	Forgotten	Right	Hipp Tail	HC	93	-1.37714743010753
sub-1029	study	scene	study	BC	Forgotten	Right	PHC	MTL	439	19.9240938268793
sub-1029	study	scene	study	BC	Forgotten	Right	alERC	MTL	164	6.42224423780488
sub-1029	study	scene	study	BC	Forgotten	Right	PRC	MTL	356	10.6764864016854
sub-1029	study	scene	study	BC	Forgotten	Right	pmERC	MTL	107	17.0760951308411
sub-1029	study	scene	study	BC	Forgotten	Left	CA1	HC	95	-3.51177792631579
sub-1029	study	scene	study	BC	Forgotten	Left	Hipp Tail	HC	124	-3.24022182258064
sub-1029	study	scene	study	BC	Forgotten	Left	Sub	HC	107	-1.7081094953271
sub-1029	study	scene	study	BC	Forgotten	Left	CA23DG	HC	176	4.97736553977273
sub-1029	study	scene	study	BC	Forgotten	Left	PRC	MTL	397	5.77701336020151
sub-1029	study	scene	study	BC	Forgotten	Left	alERC	MTL	125	4.58425944
sub-1029	study	scene	study	BC	Forgotten	Left	PHC	MTL	461	18.9081627440347
sub-1029	study	scene	study	BC	Forgotten	Left	pmERC	MTL	91	4.14268850549451
sub-1029	study	scene	study	BC	Forgotten	Left	Ant Hipp Head	HC	64	7.9318003125
sub-1029	study	scene	study	BC	Remembered	Right	Ant Hipp Head	HC	49	1.74502251020408
sub-1029	study	scene	study	BC	Remembered	Right	CA1	HC	123	2.70245750406504
sub-1029	study	scene	study	BC	Remembered	Right	Sub	HC	98	0.998646275510204
sub-1029	study	scene	study	BC	Remembered	Right	CA23DG	HC	173	4.31478145086705
sub-1029	study	scene	study	BC	Remembered	Right	Hipp Tail	HC	93	3.81252394623656
sub-1029	study	scene	study	BC	Remembered	Right	PHC	MTL	439	25.7428809635535
sub-1029	study	scene	study	BC	Remembered	Right	alERC	MTL	164	19.0120224573171
sub-1029	study	scene	study	BC	Remembered	Right	PRC	MTL	356	13.4135702696629
sub-1029	study	scene	study	BC	Remembered	Right	pmERC	MTL	107	17.3347833364486
sub-1029	study	scene	study	BC	Remembered	Left	CA1	HC	95	0.376905747368421
sub-1029	study	scene	study	BC	Remembered	Left	Hipp Tail	HC	124	0.177510024193548
sub-1029	study	scene	study	BC	Remembered	Left	Sub	HC	107	-1.82677043925234
sub-1029	study	scene	study	BC	Remembered	Left	CA23DG	HC	176	2.92971697727273
sub-1029	study	scene	study	BC	Remembered	Left	PRC	MTL	397	7.71608922670025
sub-1029	study	scene	study	BC	Remembered	Left	alERC	MTL	125	5.435976952
sub-1029	study	scene	study	BC	Remembered	Left	PHC	MTL	461	27.7453935488069
sub-1029	study	scene	study	BC	Remembered	Left	pmERC	MTL	91	6.83631738461538
sub-1029	study	scene	study	BC	Remembered	Left	Ant Hipp Head	HC	64	4.737859953125
sub-1029	test	scene	dir	test	Correct	Right	Ant Hipp Head	HC	49	0.907202081632653
sub-1029	test	scene	dir	test	Correct	Right	CA1	HC	123	0.480040495934959
sub-1029	test	scene	dir	test	Correct	Right	Sub	HC	98	-3.81345575510204
sub-1029	test	scene	dir	test	Correct	Right	CA23DG	HC	173	-1.85043699421965
sub-1029	test	scene	dir	test	Correct	Right	Hipp Tail	HC	93	-1.17244311827957
sub-1029	test	scene	dir	test	Correct	Right	PHC	MTL	439	23.7729289179954
sub-1029	test	scene	dir	test	Correct	Right	alERC	MTL	164	10.6123254268293
sub-1029	test	scene	dir	test	Correct	Right	PRC	MTL	356	11.4347173567416
sub-1029	test	scene	dir	test	Correct	Right	pmERC	MTL	107	10.2780592336449
sub-1029	test	scene	dir	test	Correct	Left	CA1	HC	95	0.580262652631579
sub-1029	test	scene	dir	test	Correct	Left	Hipp Tail	HC	124	-3.10547
sub-1029	test	scene	dir	test	Correct	Left	Sub	HC	107	0.701505327102804
sub-1029	test	scene	dir	test	Correct	Left	CA23DG	HC	176	-0.696221028409091
sub-1029	test	scene	dir	test	Correct	Left	PRC	MTL	397	4.35020303526448
sub-1029	test	scene	dir	test	Correct	Left	alERC	MTL	125	0.857648816
sub-1029	test	scene	dir	test	Correct	Left	PHC	MTL	461	25.7967140195228
sub-1029	test	scene	dir	test	Correct	Left	pmERC	MTL	91	4.1115678021978
sub-1029	test	scene	dir	test	Correct	Left	Ant Hipp Head	HC	64	-0.980111015625
sub-1029	test	scene	dir	test	Incorrect	Right	Ant Hipp Head	HC	49	18.3320136122449
sub-1029	test	scene	dir	test	Incorrect	Right	CA1	HC	123	6.85736464227642
sub-1029	test	scene	dir	test	Incorrect	Right	Sub	HC	98	11.7087978571429
sub-1029	test	scene	dir	test	Incorrect	Right	CA23DG	HC	173	17.6908440924855
sub-1029	test	scene	dir	test	Incorrect	Right	Hipp Tail	HC	93	8.14460031182796
sub-1029	test	scene	dir	test	Incorrect	Right	PHC	MTL	439	35.7100202414579
sub-1029	test	scene	dir	test	Incorrect	Right	alERC	MTL	164	13.6279243780488
sub-1029	test	scene	dir	test	Incorrect	Right	PRC	MTL	356	14.1716933398876
sub-1029	test	scene	dir	test	Incorrect	Right	pmERC	MTL	107	10.4274916542056
sub-1029	test	scene	dir	test	Incorrect	Left	CA1	HC	95	5.08006245263158
sub-1029	test	scene	dir	test	Incorrect	Left	Hipp Tail	HC	124	2.63469282258064
sub-1029	test	scene	dir	test	Incorrect	Left	Sub	HC	107	6.57573351401869
sub-1029	test	scene	dir	test	Incorrect	Left	CA23DG	HC	176	18.2053775397727
sub-1029	test	scene	dir	test	Incorrect	Left	PRC	MTL	397	7.43913935264484
sub-1029	test	scene	dir	test	Incorrect	Left	alERC	MTL	125	15.685921464
sub-1029	test	scene	dir	test	Incorrect	Left	PHC	MTL	461	32.86712029718
sub-1029	test	scene	dir	test	Incorrect	Left	pmERC	MTL	91	20.1338408791209
sub-1029	test	scene	dir	test	Incorrect	Left	Ant Hipp Head	HC	64	15.34309265625
sub-1029	test	scene	indir	test	Correct	Right	Ant Hipp Head	HC	49	-0.540899408163265
sub-1029	test	scene	indir	test	Correct	Right	CA1	HC	123	-0.449802642276423
sub-1029	test	scene	indir	test	Correct	Right	Sub	HC	98	-1.48828770408163
sub-1029	test	scene	indir	test	Correct	Right	CA23DG	HC	173	-1.7845728150289
sub-1029	test	scene	indir	test	Correct	Right	Hipp Tail	HC	93	2.86791608602151
sub-1029	test	scene	indir	test	Correct	Right	PHC	MTL	439	16.00786861959
sub-1029	test	scene	indir	test	Correct	Right	alERC	MTL	164	13.9721782073171
sub-1029	test	scene	indir	test	Correct	Right	PRC	MTL	356	17.0687612247191
sub-1029	test	scene	indir	test	Correct	Right	pmERC	MTL	107	8.01594400934579
sub-1029	test	scene	indir	test	Correct	Left	CA1	HC	95	-1.44794184210526
sub-1029	test	scene	indir	test	Correct	Left	Hipp Tail	HC	124	4.66525683870968
sub-1029	test	scene	indir	test	Correct	Left	Sub	HC	107	4.3766091682243
sub-1029	test	scene	indir	test	Correct	Left	CA23DG	HC	176	4.19865134659091
sub-1029	test	scene	indir	test	Correct	Left	PRC	MTL	397	9.21218037279597
sub-1029	test	scene	indir	test	Correct	Left	alERC	MTL	125	7.4589594
sub-1029	test	scene	indir	test	Correct	Left	PHC	MTL	461	23.1150497830803
sub-1029	test	scene	indir	test	Correct	Left	pmERC	MTL	91	1.23290302197802
sub-1029	test	scene	indir	test	Correct	Left	Ant Hipp Head	HC	64	9.133715875
sub-1029	test	scene	indir	test	Incorrect	Right	Ant Hipp Head	HC	49	1.88864871428571
sub-1029	test	scene	indir	test	Incorrect	Right	CA1	HC	123	1.11160959349593
sub-1029	test	scene	indir	test	Incorrect	Right	Sub	HC	98	-5.07564790816327
sub-1029	test	scene	indir	test	Incorrect	Right	CA23DG	HC	173	-3.22220886127168
sub-1029	test	scene	indir	test	Incorrect	Right	Hipp Tail	HC	93	-7.97221829032258
sub-1029	test	scene	indir	test	Incorrect	Right	PHC	MTL	439	17.0003557539863
sub-1029	test	scene	indir	test	Incorrect	Right	alERC	MTL	164	7.31969449390244
sub-1029	test	scene	indir	test	Incorrect	Right	PRC	MTL	356	16.5709336460674
sub-1029	test	scene	indir	test	Incorrect	Right	pmERC	MTL	107	13.3705620280374
sub-1029	test	scene	indir	test	Incorrect	Left	CA1	HC	95	-2.42108503157895
sub-1029	test	scene	indir	test	Incorrect	Left	Hipp Tail	HC	124	-1.58544491935484
sub-1029	test	scene	indir	test	Incorrect	Left	Sub	HC	107	8.4926416728972
sub-1029	test	scene	indir	test	Incorrect	Left	CA23DG	HC	176	-0.961243977272727
sub-1029	test	scene	indir	test	Incorrect	Left	PRC	MTL	397	6.66442173047859
sub-1029	test	scene	indir	test	Incorrect	Left	alERC	MTL	125	4.547670712
sub-1029	test	scene	indir	test	Incorrect	Left	PHC	MTL	461	22.6104965813449
sub-1029	test	scene	indir	test	Incorrect	Left	pmERC	MTL	91	1.77221138461538
sub-1029	test	scene	indir	test	Incorrect	Left	Ant Hipp Head	HC	64	6.993996640625
